"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"142079315218149376","142078537409626112","1368451","","","2011-12-01 03:15:23 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@wjdennen Blame it on me :) I sort of recognize the people... But don't get the reference."
"142079074880323584","142078748261494784","12916912","","","2011-12-01 03:14:25 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@curtismchale I know, that's why I'm so undecided. Haven't quite thought of something timeless yet."
"142078608675045376","142077390879858689","12916912","","","2011-12-01 03:12:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@curtismchale @JimDoran I just might! Not sure exactly what though... Been contemplating it for a few years now."
"142076981507391488","","","","","2011-12-01 03:06:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I want a tattoo..."
"142067787035181057","","","","","2011-12-01 02:29:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Also, drunk."
"142067480154734593","","","","","2011-12-01 02:28:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Really glad that patch worked out - almost let it get the best of me. Just when you think you know..."
"141998956216451072","141998523611746304","9412542","","","2011-11-30 21:56:04 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@Ipstenu I do?! Well, I think I do..."
"141993977036546048","141993388210782210","9412542","","","2011-11-30 21:36:16 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@Ipstenu I really wish I had a picture of my brother's. He can hike his eyebrow WAY up. It's awesome."
"141993043686473728","141992519209713664","9412542","","","2011-11-30 21:32:34 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@Ipstenu My baby brother and I both started the ""WTF you can't be serious"" face early :)"
"141989686078996481","141989644916105217","80357329","","","2011-11-30 21:19:13 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ryangiglio All the better for you!"
